"Vaccinenavn","Regionsnavn","Antal første vacc.","Antal faerdigvacc."
AstraZeneca Covid-19 vaccine,Nordjylland,10734,0
AstraZeneca Covid-19 vaccine,Midtjylland,24326,0
AstraZeneca Covid-19 vaccine,Syddanmark,24478,0
AstraZeneca Covid-19 vaccine,Hovedstaden,35785,0
AstraZeneca Covid-19 vaccine,Sjælland,19462,0
Moderna Covid-19 Vaccine,Nordjylland,4014,8
Moderna Covid-19 Vaccine,Midtjylland,4070,225
Moderna Covid-19 Vaccine,Syddanmark,5614,2349
Moderna Covid-19 Vaccine,Hovedstaden,2943,6
Moderna Covid-19 Vaccine,Sjælland,1404,3
Pfizer BioNTech Covid-19 vacc,Nordjylland,36794,19320
Pfizer BioNTech Covid-19 vacc,Midtjylland,84543,42215
Pfizer BioNTech Covid-19 vacc,Syddanmark,76823,38326
Pfizer BioNTech Covid-19 vacc,Hovedstaden,112082,60622
Pfizer BioNTech Covid-19 vacc,Sjælland,52594,26897
